row ID,row m/z,row retention time,01-HLB_221116_pos_iaMSMS_04.mzML Peak area,02-HLB_221116_pos_iaMSMS_02.mzML Peak area,01-HLB_221116_pos_iaMSMS_03.mzML Peak area,01-HLB_221116_pos_iaMSMS_01.mzML Peak area,02-HLB_221116_pos_iaMSMS_01.mzML Peak area,01-HLB_221116_pos_iaMSMS_02.mzML Peak area,02-HLB_221116_pos_iaMSMS_04.mzML Peak area,02-HLB_221116_pos_iaMSMS_03.mzML Peak area,03-HLB_221116_pos_iaMSMS_04.mzML Peak area,04-HLB_221116_pos_iaMSMS_04.mzML Peak area,03-HLB_221116_pos_iaMSMS_03.mzML Peak area,04-HLB_221116_pos_iaMSMS_03.mzML Peak area,04-HLB_221116_pos_iaMSMS_02.mzML Peak area,04-HLB_221116_pos_iaMSMS_01.mzML Peak area,03-HLB_221116_pos_iaMSMS_01.mzML Peak area,03-HLB_221116_pos_iaMSMS_02.mzML Peak area,06-HLB_221116_pos_iaMSMS_04.mzML Peak area,05-HLB_221116_pos_iaMSMS_04.mzML Peak area,06-HLB_221116_pos_iaMSMS_03.mzML Peak area,05-HLB_221116_pos_iaMSMS_03.mzML Peak area,07-HLB_221116_pos_iaMSMS_04.mzML Peak area,05-HLB_221116_pos_iaMSMS_02.mzML Peak area,05-HLB_221116_pos_iaMSMS_01.mzML Peak area,07-HLB_221116_pos_iaMSMS_03.mzML Peak area,06-HLB_221116_pos_iaMSMS_01.mzML Peak area,06-HLB_221116_pos_iaMSMS_02.mzML Peak area,08-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_04.mzML Peak area,08-HLB_221116_pos_iaMSMS_04.mzML Peak area,08-HLB_221116_pos_iaMSMS_01.mzML Peak area,07-HLB_221116_pos_iaMSMS_02.mzML Peak area,07-HLB_221116_pos_iaMSMS_01.mzML Peak area,08-HLB_221116_pos_iaMSMS_02.mzML Peak area,10-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_01.mzML Peak area,09-HLB_221116_pos_iaMSMS_02.mzML Peak area,11-HLB_221116_pos_iaMSMS_04.mzML Peak area,11-HLB_221116_pos_iaMSMS_03.mzML Peak area,11-HLB_221116_pos_iaMSMS_02.mzML Peak area,11-HLB_221116_pos_iaMSMS_01.mzML Peak area,12-HLB_221116_pos_iaMSMS_03.mzML Peak area,12-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_01.mzML Peak area,13-HLB_221116_pos_iaMSMS_03.mzML Peak area,13-HLB_221116_pos_iaMSMS_04.mzML Peak area,14-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_02.mzML Peak area,14-HLB_221116_pos_iaMSMS_03.mzML Peak area,12-HLB_221116_pos_iaMSMS_01.mzML Peak area,15-HLB_221116_pos_iaMSMS_03.mzML Peak area,13-HLB_221116_pos_iaMSMS_01.mzML Peak area,12-HLB_221116_pos_iaMSMS_02.mzML Peak area,13-HLB_221116_pos_iaMSMS_02.mzML Peak area,15-HLB_221116_pos_iaMSMS_04.mzML Peak area,15-HLB_221116_pos_iaMSMS_01.mzML Peak area,16-HLB_221116_pos_iaMSMS_04.mzML Peak area,15-HLB_221116_pos_iaMSMS_02.mzML Peak area,16-HLB_221116_pos_iaMSMS_03.mzML Peak area,14-HLB_221116_pos_iaMSMS_01.mzML Peak area,17-HLB_221116_pos_iaMSMS_03.mzML Peak area,14-HLB_221116_pos_iaMSMS_02.mzML Peak area,17-HLB_221116_pos_iaMSMS_04.mzML Peak area,16-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_04.mzML Peak area,17-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_03.mzML Peak area,16-HLB_221116_pos_iaMSMS_01.mzML Peak area,17-HLB_221116_pos_iaMSMS_01.mzML Peak area,18-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_01.mzML Peak area,19-HLB_221116_pos_iaMSMS_04.mzML Peak area,20-HLB_221116_pos_iaMSMS_04.mzML Peak area,19-HLB_221116_pos_iaMSMS_03.mzML Peak area,20-HLB_221116_pos_iaMSMS_01.mzML Peak area,20-HLB_221116_pos_iaMSMS_02.mzML Peak area,20-HLB_221116_pos_iaMSMS_03.mzML Peak area,19-HLB_221116_pos_iaMSMS_01.mzML Peak area,19-HLB_221116_pos_iaMSMS_02.mzML Peak area
6517,262.1994124,13.193236,555.3524,577.1585,359.55246,451.4961,549.16284,553.961,647.3045,580.20776,724.1013,1028.7351,724.0637,1227.4347,1233.1722,1106.991,802.50507,799.7346,2564.9893,929.23145,2473.1565,1099.7603,1914.4817,1340.9274,1244.0106,1830.9961,2351.5266,2647.522,1846.6311,1211.6709,1056.697,1969.5194,2068.6174,2147.2205,1901.2916,1789.5168,1123.7043,951.3444,1251.6127,1205.4116,0,0,23.607174,0,1245.115,1377.7214,955.72,732.51245,593.9077,982.5307,876.06354,1114.1641,1192.1471,0,631.27234,1282.2317,814.78827,0,0,0,0,103.010574,1191.8083,0,984.3501,0,58.83757,96.047516,77.156265,106.09116,154.78874,0,110.12836,74.26137,1004.47986,165.05798,1150.0146,207.68434,55.037537,124.53844,1097.3278,1317.162
5913,262.2001422,12.371883,284.62582,297.7988,276.34515,270.6456,259.70108,361.97427,202.09106,219.61095,454.12564,670.81384,437.55536,766.8423,742.3608,943.48785,392.7095,402.52646,2352.0723,960.213,1998.2351,1135.2325,1409.8352,1122.8146,1068.8057,1972.5422,1992.0419,1918.3092,1334.1654,794.9958,645.40076,1071.816,1772.9275,2104.829,2219.6375,1998.1547,613.31464,539.9007,954.16125,1014.149,37.729492,0,0,27.482548,828.03687,752.9771,807.3822,386.709,357.49225,697.38794,852.90936,468.11606,825.5335,0,444.17737,782.92725,570.0879,0,0,86.694626,0,48.980225,610.0095,50.216175,843.0423,35.726364,47.49491,58.152954,70.00496,82.37109,47.776646,19.9743,27.042295,49.119576,825.22015,0,967.5325,0,15.04835,37.959476,1068.8019,763.48596
4311,262.2369658,9.949423,1808.8796,3029.3162,1853.9524,1824.2881,3165.6565,1867.0531,3233.4556,2815.1487,2296.083,2701.491,1757.9545,2690.9858,2470.698,2524.9807,2197.0935,2160.4634,1729.6334,2575.008,1420.6456,2919.212,4180.779,3021.7314,2639.6338,4059.191,1701.8325,1803.6667,1856.9016,2335.5017,2312.3914,1941.4073,1984.5906,4196.9517,4712.668,1908.3833,3929.6938,4015.914,2467.9436,2324.69,4113.6953,3706.8623,4167.1865,4284.7393,3458.1948,3028.4485,3884.585,2085.081,1722.5396,5170.0923,4157.2593,5534.2266,3272.3916,2326.8713,1852.1469,3368.746,2173.4246,2136.617,2473.4312,1321.1447,2497.5723,1364.062,4944.319,3473.464,5080.4863,3440.6106,1304.1143,3628.2026,3659.699,3506.7075,1463.9214,3667.6648,3588.2876,3526.122,4479.672,3977.4573,4524.8413,4728.0317,4567.2046,4490.527,4692.6855,4612.149
5775,262.2370868,12.069409,1541.2881,6261.248,1631.059,1950.8145,5898.4717,2015.6758,5912.5117,5984.8423,1974.7871,6159.421,1905.5759,6843.424,6672.7197,6979.669,1812.7706,1921.0133,1145.8257,2039.1205,1294.031,2099.4153,1180.4426,2014.1085,2144.9102,1109.5546,1160.5663,1209.2614,5424.2363,2563.7036,2617.8674,5944.7427,5881.268,970.7915,1193.3982,5908.46,9337.03,9140.939,2590.024,2708.4727,2648.4065,2691.9937,2672.7795,2561.13,1006.8932,1087.2319,10719.695,1656.9681,1624.2964,3261.646,10899.455,2998.981,1008.34796,20006.908,1578.9806,1003.2512,1691.6351,20594.227,21536.973,1882.4393,21162.016,1915.6305,3152.801,12393.686,3021.119,10819.721,1906.2708,4181.8345,11475.053,4537.1924,1568.394,12432.051,5032.752,5057.4014,11295.549,4402.0327,10960.054,4462.578,4270.281,4004.1497,11592.903,11713.308
5587,263.1275513,11.730391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.7665,763.1324,622.73676,854.5016,683.4175,810.675,822.4053,767.1707,648.76086,601.23645,230.21428,0,0,260.4487,261.60098,675.2104,757.2757,274.13644,257.41083,211.09787,0,0,0,0,0,0,514.4865,535.9485,259.13116,0,0,0,206.68893,0,497.12677,0,8.105136,593.6873,0,0,0,0,0,0,0,0,23.868183,0,0,0,0,8.136549,0,0,0,0,0,0,0,0,0,0,0,0
964,263.1406849,6.822467,81.02075,233.12506,96.143295,107.136185,255.0921,75.853485,283.86386,0,311.30814,301.5057,339.28717,446.53104,501.44214,435.46002,337.22195,307.75812,0,319.50366,0,502.6223,1337.4825,330.61963,388.2398,1164.2612,0,0,869.4193,299.72012,360.48242,649.2131,955.4666,1461.6752,1478.596,808.8407,1080.7184,505.19742,379.36,357.625,3018.805,3988.64,1581.6143,5057.2275,957.67615,1085.8328,684.02435,252.08557,377.2589,1116.5486,865.3124,779.7054,1473.2744,0,332.32666,1342.7312,489.92325,0,0,4778.337,9.946257,3273.382,1080.4325,2434.4602,982.46985,2895.8271,3473.0815,4023.2156,4819.926,2495.394,7815.1494,4600.3857,4719.591,3290.5151,737.97107,3920.8445,920.8447,3587.9985,2510.9785,3477.8376,945.5878,897.554
860,263.1414872,6.630481,56.322994,151.57668,0,0,189.65742,34.934002,0,129.76053,0,414.44003,0,258.10547,400.19543,283.38287,190.56021,58.677776,0,180.93027,0,482.12357,1290.4086,291.20673,168.19495,1324.8811,0,0,729.5477,257.40634,492.68,514.29895,714.11053,1374.6808,1165.5319,865.8392,270.89478,264.42557,161.16754,392.08655,672.2015,644.81793,571.18414,630.59717,1412.833,1305.469,488.0973,313.29147,183.43112,739.18774,332.22055,385.66907,1056.7032,0,76.91756,1137.172,188.80905,0,0,1129.0339,14.543613,1450.8744,651.64624,1250.4982,777.0675,1077.5366,1317.637,1093.5762,1234.9868,1104.7861,1299.4078,1183.3438,1161.016,1026.8353,466.06958,826.70624,350.75003,964.4723,930.78296,1009.7136,685.34644,607.7438
1391,263.1415129,7.407851,0,0,0,132.92107,289.91483,91.43167,205.7099,220.98114,0,257.03726,0,306.35864,0,318.94788,308.901,0,0,308.3558,0,0,1150.1687,0,0,686.9335,0,0,1085.0195,0,572.7593,952.74304,510.08704,733.7729,407.40454,1009.7303,0,0,496.28973,384.53876,4796.856,4062.0593,6001.764,2633.328,0,0,111.0508,215.58429,0,680.96643,0,682.74225,416.73566,0,0,793.72003,343.39047,19.667309,24.452972,9536.986,27.36243,11362.941,656.1685,8510.984,954.8382,8229.088,10822.913,7802.868,5931.5254,9208.968,6893.481,6316.4893,6901.4814,8255.109,395.64252,8379.62,585.5753,8223.705,9442.421,8290.214,609.5232,348.7386
1014,263.1469777,6.943217,562.19434,304.90454,763.47577,531.33887,360.19214,444.60046,285.80692,239.63858,1216.3035,864.56757,1072.6405,1501.2308,862.2584,1470.7921,699.41614,1377.9989,253.90926,1559.1951,227.31326,1686.4497,2106.9238,1498.8962,1403.6155,1905.4797,316.78064,120.77695,1113.8478,1115.3038,1380.668,1770.6785,1166.9539,2976.0818,1971.165,1138.3546,1483.276,1789.291,623.58826,639.47015,0,0,0,0,4158.3545,4498.635,2620.159,630.0863,513.053,1482.8484,2549.055,1748.8435,4340.1704,0,1249.0818,4574.261,1058.4692,0,0,0,0,0,2417.942,0,2221.5803,0,0,0,0,0,0,0,0,0,2120.2515,0,1130.347,0,0,0,1337.7466,1430.6626
1173,263.1477063,7.148254,2385.0298,1978.3198,2224.949,2279.9395,1601.5558,2210.11,2609.137,1858.2817,4462.654,6206.9385,4401.924,5124.0273,4877.1387,5025.1006,5532.0913,4404.9185,3067.9822,4376.228,2654.926,4043.6401,5680.6978,3857.472,4045.3538,5573.0176,3350.0134,3385.7422,4809.512,3839.4868,4064.2266,4748.9717,4418.4243,5851.962,5797.4634,4316.036,8035.943,8011.0186,4243.603,5160.0474,0,0,0,0,16669.64,16486.32,7696.368,4771.7114,5051.6816,7614.0825,8076.372,7445.231,16461.234,0,5082.881,16174.595,5070.173,0,0,0,0,0,7683.8467,0,7735.426,0,0,0,0,0,0,0,0,0,9223.193,0,9609.049,0,0,0,9140.732,9626.704
1309,263.148448,7.2584314,4068.3174,3447.1633,4000.2854,3735.1775,5388.108,3940.3235,3626.2942,3563.3687,8829.292,6430.9473,8563.139,6498.6567,5508.441,6834.4463,8649.172,8562.818,7342.4487,9743.02,10223.687,10191.58,16764.027,10038.933,10403.737,16841.525,7294.6777,7578.0054,8474.338,7187.0347,6285.109,6934.7827,6481.639,14851.429,16519.39,8045.0576,16631.562,16692.32,6672.8516,6699.9863,0,0,0,0,45406.246,45755.336,16705.057,16349.021,11765.048,16324.537,16753.48,17003.256,45107.42,0,11889.295,46688.254,10908.69,0,21.876312,0,0,0,15109.551,0,16076.056,0,0,0,0,0,0,0,0,0,20674.34,0,21484.748,0,0,0,20781.115,20994.195
717,263.1516924,6.388824,49.434216,100.77695,0,114.4422,88.62963,108.662346,57.175476,90.33154,143.67197,222.95303,287.41544,0,43.711994,221.87439,229.09001,310.67438,0,265.0148,148.22897,357.24133,431.19366,221.6612,328.72565,425.5416,0,310.99445,0,0,125.95523,264.46143,112.73587,366.84644,665.13885,177.91402,360.27606,283.9791,51.219925,192.69252,0,0,0,21.800013,942.3801,1813.2974,306.8503,149.26817,0,366.98273,413.6485,445.22974,1753.4518,0,0,1439.9828,114.72935,0,0,0,0,12.361109,286.07587,0,434.605,13.736602,0,25.387115,0,22.800694,0,0,15.896961,0,182.02527,0,117.11975,0,0,0,161.12689,0
2899,263.167078,8.629261,316.38422,129.79457,220.86244,329.40338,147.1492,290.3081,154.36908,85.78667,618.70496,385.0376,590.9723,408.4741,384.90747,283.34644,778.5608,659.8519,1133.1561,1121.6521,1150.5065,1863.7692,2200.9873,1319.0632,1372.4509,1965.2649,1133.1056,1098.3472,1044.1343,644.9485,866.1224,1023.47107,1085.7546,2235.618,1515.6057,1039.882,1833.7256,1746.6685,629.79785,998.85767,22.231573,0,9.283797,0,2254.3418,2196.0078,1818.5504,282.52042,314.67093,1703.8679,2266.8938,1066.9739,3128.288,0,297.74872,2508.3218,331.44205,0,5.945504,39.95317,7.903842,18.44826,877.88904,39.778194,1135.0265,0,0,24.878946,0,17.402374,13.510952,0,24.692167,20.66818,1005.0763,27.852955,1045.8187,13.4221325,42.295574,21.731915,964.0394,979.0565
2236,263.1672492,8.128542,30207.795,29578.393,31666.854,36905.39,34405.973,35072.246,34759.375,30367.86,52707.594,40508.195,46266.184,47710.273,49362.707,52764.46,54836.016,55470.39,57266.508,58221.97,54955.46,65000.105,67338.09,61749.727,60912.1,63795.723,57451.242,58979.684,53841.12,50614.016,52374.863,53298.8,58814.703,68909.18,67253.35,56771.637,66538.664,70158.64,52360.82,51224.64,0,0,18.657701,0,67097.24,78284.234,70812.24,42085.54,40636.54,51147.098,73447.625,60321.133,77257.19,21.060163,56084.344,73998.44,55138.246,20.70328,8.852737,0,11.9918995,0,63942.625,0,64184.02,16.425964,0,19.04924,9.649028,22.032282,0,0,0,21.233068,59868.38,0,59635.574,0,0,0,59967.75,59300.875
4637,263.1836876,10.243266,0,68.36721,52.79162,0,31.052595,36.216984,0,43.186707,96.80821,110.44157,155.0888,0,107.68379,88.97868,68.59182,129.44035,370.93622,328.64526,463.6165,312.82587,1086.0519,353.99823,324.21344,1077.83,422.6421,457.4392,344.3069,115.21057,145.36229,373.04315,410.905,972.574,1075.3105,375.33276,244.04936,323.82407,143.36166,185.26338,12.242282,0,12.378473,14.879847,799.2631,649.4852,243.16049,71.83951,102.78541,233.16194,286.4037,319.3387,721.219,0,148.68243,766.1959,135.06981,0,0,9.128084,0,0,289.2636,0,230.02449,24.671926,0,0,11.223511,0,11.295307,0,0,13.750866,169.78648,0,276.0086,0,0,14.210058,176.48169,196.07951
11409,263.234845,21.132107,0,117.143036,0,130.07585,45.50902,164.62863,0,145.35693,0,0,104.942505,0,177.73212,139.59128,26.189545,74.67759,232.5597,185.81934,168.82816,123.0852,149.02454,202.03394,188.95306,166.1484,235.14214,100.998116,0,0,108.74873,125.57064,0,192.59018,138.52444,152.509,84.54336,0,104.07718,102.91047,0,1338.57,1155.0294,1144.9188,0,267.66187,213.43793,127.09166,122.94786,141.27487,166.56126,102.53923,234.13943,153.29172,181.28319,178.61739,125.993454,129.59653,103.54407,1615.8826,0,1584.526,131.32733,2596.5852,180.88824,2632.01,1668.417,2335.469,2254.3381,2231.1921,1758.9072,2316.3901,2245.321,2230.2705,0,623.45825,0,2043.3885,546.9759,1769.5547,235.99829,236.46703
9371,263.2354273,17.791561,996.70087,366.889,1392.0917,1276.2084,339.6282,1412.4504,265.98743,259.05417,1313.4424,268.12854,1221.0049,336.95993,378.8169,329.64758,1215.9681,1206.8228,423.84293,410.09094,685.93463,491.8894,245.26065,359.35202,356.18616,224.00764,704.0112,714.1605,306.9389,405.02365,297.98096,316.619,292.28616,228.96732,205.61105,326.7381,1447.0558,1386.8922,544.6523,348.43292,562.29834,834.097,794.6234,725.0846,237.64125,277.99313,1496.8839,255.0029,243.57986,382.94214,1607.3677,378.04022,247.19203,562.2944,419.305,246.58447,322.53058,455.94022,689.2781,476.06616,438.25485,362.11267,383.0784,405.6975,362.0843,430.71933,301.89575,421.24786,669.8225,292.6905,354.34576,642.4572,652.6888,564.0306,201.53508,234.54454,286.3905,257.87415,216.71143,195.4917,234.15768,281.15854
10201,263.2356621,18.971964,2538.0269,823.2428,2339.9187,2256.4905,736.2459,2212.3945,979.8061,906.8622,1971.274,712.22455,1993.7356,921.0717,685.6235,916.6371,2019.7505,1957.4608,1311.5626,1022.2189,1345.221,865.98114,817.77094,849.5648,932.42053,649.4707,1299.1938,1170.4373,838.8982,1032.469,891.7148,889.4784,971.38947,732.56274,745.2018,792.20404,2896.131,2877.8645,893.1718,921.8545,1170.6289,1391.7733,1327.7001,1250.3838,977.61725,821.13556,2874.1401,983.29956,606.74756,739.4071,2823.121,1089.7903,720.0139,569.9983,907.51105,895.865,792.3317,780.3359,873.2435,1233.544,949.3158,1102.0555,1035.635,1044.7588,1107.2603,1044.5353,1113.4266,1101.9183,1008.769,984.6487,1215.0739,1037.0254,991.0592,1106.6008,789.251,756.21686,580.5221,607.1972,627.0352,803.49084,690.5625,666.40015
8892,263.2356709,17.092173,1338.8627,957.1409,2524.1204,2396.2751,445.1086,1175.1868,1089.3168,483.883,1983.4336,527.0204,958.6909,1110.245,965.6002,879.66504,1964.085,2379.4348,1488.2773,553.7977,1546.5131,605.59143,405.00977,1080.8049,1068.732,400.3335,777.40466,1693.9036,571.84204,586.20544,1004.68994,1147.156,675.0925,979.2531,1011.3556,1000.3739,3213.7336,3163.7437,522.9503,614.4841,1553.2748,1726.9183,1677.3794,1643.1466,1151.1989,996.47754,3126.33,505.14587,484.2987,516.12415,3077.6948,1351.7733,978.9714,910.9512,1024.413,1059.3342,621.7131,951.2096,441.74084,1412.7413,928.06396,1336.3015,1056.4451,1239.5833,1386.8824,531.849,1368.619,1365.6271,1206.0599,1218.8678,1259.7944,771.423,1231.4982,752.9837,929.3903,1103.4537,962.3451,1011.4533,992.03217,596.6738,1028.2819,1027.9735
8802,263.2357149,16.926643,1894.2332,456.26276,1937.5819,1816.1993,672.2041,1742.4807,715.51416,653.2144,1552.8027,559.2042,1524.0852,417.39005,657.5696,672.52094,1462.7571,1620.1217,948.9258,738.1356,1144.2391,835.984,307.53064,802.7762,727.4166,675.47034,1125.7341,970.41125,694.6111,593.59125,721.45184,715.1181,570.7894,446.19568,693.0649,533.4176,2096.7463,2275.0146,721.8571,753.5231,772.82544,1150.0459,947.6286,990.73413,838.8906,544.6276,2204.8586,680.01306,788.2707,743.2586,2201.1538,789.6198,717.80493,452.5871,712.21924,750.394,704.10583,306.8395,566.3189,538.86914,466.65985,788.58606,957.054,868.4856,905.91785,679.84735,962.75055,1008.341,811.26276,949.9992,909.0457,737.85254,956.5357,649.4513,274.46103,629.7728,698.5122,612.4352,729.7347,445.11243,597.7404,428.0397
11208,263.235757,20.671988,2841.5574,4748.705,2908.8162,2746.3713,4676.5874,2768.5696,4704.446,4882.5684,4675.303,4852.4995,4717.529,5188.424,5115.502,5020.518,4582.774,4639.186,4728.804,5171.4707,4700.2427,5093.684,6008.6255,5151.3555,5122.05,5928.1577,4699.124,4642.632,7238.788,6279.7925,5899.4946,7574.796,7495.9834,5789.252,5740.7817,7466.6655,4376.2734,4173.044,6102.184,6139.6797,7173.1816,7213.1367,6554.3423,7051.5615,8624.505,8357.56,4573.325,6818.693,6428.1943,3622.0686,4408.2437,3928.3545,8303.822,7911.9316,6548.089,8288.758,6540.541,7901.5625,7989.393,5822.956,8109.8984,6467.619,3880.9954,7506.0835,3913.8137,8956.581,5892.105,6862.1387,7908.9653,6810.986,5738.7017,8013.6006,6954.9907,6964.0396,8384.593,10736.792,8624.734,10742.308,10862.742,10901.18,8765.907,8490.3545
10065,263.2357738,18.774635,2674.762,977.862,2461.2175,2582.039,963.5015,2537.4558,887.20935,1046.531,2099.8438,901.2978,2231.9448,968.6381,953.001,1011.39935,2220.0645,2134.9695,1567.6078,961.62885,1591.7177,947.2152,791.09973,952.953,1026.3724,928.4434,1269.2632,1438.6395,952.8259,1127.0469,1130.7842,558.58716,1042.8372,941.0958,924.3053,989.16644,3380.727,3493.714,1232.4758,1274.9458,1437.9554,1535.8516,1558.9905,1494.2432,979.10834,799.4866,3579.1287,1238.3541,1178.4717,1511.7053,3414.3057,1460.8364,717.75616,1276.2391,1213.161,910.9266,1154.2767,1068.3224,758.47437,1331.4136,934.84235,1316.8036,1439.1643,1437.2307,1489.0768,1076.3274,1398.8895,1067.7682,1218.6117,1264.898,1408.3873,1067.2292,1170.8167,1082.6697,776.4512,619.3749,831.426,761.45917,671.18945,776.318,802.6238,910.27167
9192,263.2357959,17.55365,1741.9377,577.4597,1615.6267,1534.9363,588.0296,1580.9963,569.3399,580.4464,1387.0486,831.34766,1639.214,461.99557,602.7805,599.5948,1634.4365,1417.692,902.7608,971.95715,918.401,871.4796,302.22046,732.8683,670.59515,388.53998,944.1481,846.6651,565.84717,668.45264,447.74173,487.04684,495.43817,402.3818,338.43167,680.1212,1911.981,1975.5205,669.82574,616.1168,929.3375,1057.2742,1055.892,1010.9697,461.1791,396.05267,1758.9717,557.65155,600.2148,564.7503,1771.4893,642.2653,597.6982,878.1657,614.1734,403.31693,573.4684,1144.4813,777.3825,671.1263,863.0377,618.85803,631.1914,807.5817,650.58856,755.46375,693.98596,772.0772,795.994,810.85736,649.3557,778.4143,681.2794,728.4965,553.08997,226.45343,370.00455,336.01105,351.9358,328.03354,475.2166,387.80542
8661,263.2358918,16.588024,1805.5426,496.90356,1739.455,1579.173,564.4789,1705.4603,583.91956,662.21436,1622.3474,492.49374,1525.6462,698.0187,545.45184,678.5169,1574.0438,1559.9008,886.96765,874.4658,1002.36816,750.87494,481.1803,807.8958,715.3112,443.98032,1040.9873,1145.8368,884.8375,822.484,828.35187,556.6571,786.62585,522.2639,549.2443,802.2145,2008.2349,2087.432,695.18097,774.75116,1297.1456,1183.7585,1204.1104,1168.3945,692.2527,566.4507,2142.154,726.5327,732.5801,904.9971,2229.7117,629.48047,615.55914,598.0499,758.19305,777.48804,506.49088,829.28394,711.115,1030.7048,650.7903,1092.9404,827.9536,963.26373,852.4489,922.7899,1057.7087,884.31384,977.9172,1026.226,922.8635,992.9791,949.5701,996.0941,730.9916,874.7133,510.08496,796.4458,645.5151,618.9375,832.56903,530.7907
8606,264.050226,16.481548,370.16693,495.1015,339.5119,413.85922,423.7545,438.10876,503.8849,440.66513,374.00287,507.3627,286.04123,441.17114,401.05408,533.92017,399.94635,405.23288,305.6063,286.11127,358.0959,379.02112,347.6162,375.96832,392.34875,326.46762,507.2836,412.59293,496.4125,377.22583,391.74136,260.5845,464.27383,429.15695,440.0694,462.38742,349.37988,323.31708,373.0063,419.20663,350.6742,293.78845,361.6443,369.23145,384.94507,266.40448,351.0911,282.9713,364.83405,370.45233,356.17215,463.58774,382.83173,361.06268,391.57492,381.38098,380.87518,314.24835,502.70706,300.3271,399.45624,398.84274,361.04575,383.8703,315.34677,419.20615,468.28543,305.02365,374.64862,347.73462,366.68665,380.94513,432.65775,480.09027,430.1328,285.2923,414.88434,309.2593,471.39456,421.15405,411.81357,395.513
580,264.176742,6.119145,51.479134,0,130.60004,91.73488,50.499523,113.96292,0,24.691105,0,142.63477,97.72389,179.92317,185.90332,193.67664,134.195,53.845825,226.73236,243.09404,169.68436,213.05907,535.96063,270.77893,189.14478,495.50427,223.24834,192.50179,382.98016,147.6028,128.33194,416.97406,296.31372,493.93463,403.5735,348.63544,435.1548,980.9606,127.75688,143.6472,0,0,0,0,656.2543,748.8447,425.3839,88.28929,65.215126,207.48865,338.1839,228.09969,2238.6704,0,99.71182,716.3672,0,0,0,0,0,0,286.4896,0,210.7802,0,0,0,12.256763,0,0,0,0,16.25833,231.92444,0,328.00308,0,0,0,344.71307,334.5879
406,264.177512,5.707218,53.79725,32.682617,0,47.558174,0,0,0,0,165.38243,84.48391,0,109.96831,157.89352,112.756805,120.67706,43.44786,155.33524,201.35623,0,283.98962,325.76193,267.8288,167.36671,415.94482,186.15674,169.57683,226.57538,126.9469,121.48697,240.53088,206.79355,387.11954,431.1441,208.43152,427.56918,366.66022,0,115.30963,0,0,0,0,1661.623,1255.334,373.22183,97.719864,50.31458,280.60547,353.50067,161.92932,1480.6437,0,42.930565,1567.2617,48.50007,0,0,0,0,0,272.88336,0,221.63669,0,0,0,0,0,0,0,0,0,159.01852,0,212.17331,0,0,0,291.57892,233.10083
822,264.1793095,6.6012387,441.38342,189.0314,305.3206,345.0229,150.3547,518.25073,119.37369,128.87439,651.18665,1761.8323,866.7979,1856.7001,1644.395,1540.3582,738.9102,759.7532,1762.1896,1068.2312,1597.8643,1542.628,4030.5054,1099.6123,1422.0494,3648.5771,1807.523,1742.9863,2271.6711,1550.417,1408.0057,1425.9171,2243.8694,4470.3994,3676.5684,2367.763,3088.472,3153.1802,1391.7739,1074.204,0,0,0,0,2232.7668,2986.6196,2696.9668,502.03687,448.92752,1286.7344,2957.5894,1255.0594,2820.2695,0,613.9121,2675.5015,511.7943,0,0,0,0,0,1508.9197,0,1488.9886,0,0,0,0,0,0,0,0,0,2775.7607,0,2923.289,0,0,0,3268.6687,2466.533
1907,264.1797111,7.888227,0,7244.1763,35451.43,0,9321.222,0,9015.73,8131.0054,35186.32,15869.783,39332.656,10796.963,17118.14,24946.896,36305.46,36233.2,25662.645,29953.23,15125.076,38966.492,38341.42,44024.277,49346.05,39276.36,17799.146,21775.309,15531.7295,11565.528,20421.9,17059.168,18297.959,40522.027,39384.355,19912.676,55181.22,45896.16,16110.317,19904.615,12.376495,0,17.774956,32.03204,89500.79,80419.05,52345.23,19698.758,12629.725,43535.83,48851.746,64381.06,113050.586,15.664747,19123.479,99401.664,16387.578,0,16.207985,0,30.462532,0,44868.83,24.580345,45777.11,0,0,26.048275,26.146336,0,7.8080378,23.187405,19.919596,0,146344.19,0,143042.88,0,0,0,42920.11,38828.664
