row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,02-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_03.mzML Peak area,01-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_02.mzML Peak area,02-HLB_221116_neg_iaMSMS_03.mzML Peak area,02-HLB_221116_neg_iaMSMS_01.mzML Peak area,03-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_01.mzML Peak area,02-HLB_221116_neg_iaMSMS_02.mzML Peak area,03-HLB_221116_neg_iaMSMS_03.mzML Peak area,04-HLB_221116_neg_iaMSMS_04.mzML Peak area,04-HLB_221116_neg_iaMSMS_03.mzML Peak area,03-HLB_221116_neg_iaMSMS_01.mzML Peak area,04-HLB_221116_neg_iaMSMS_01.mzML Peak area,03-HLB_221116_neg_iaMSMS_02.mzML Peak area,05-HLB_221116_neg_iaMSMS_03.mzML Peak area,05-HLB_221116_neg_iaMSMS_04.mzML Peak area,06-HLB_221116_neg_iaMSMS_04.mzML Peak area,04-HLB_221116_neg_iaMSMS_02.mzML Peak area,06-HLB_221116_neg_iaMSMS_03.mzML Peak area,05-HLB_221116_neg_iaMSMS_02.mzML Peak area,05-HLB_221116_neg_iaMSMS_01.mzML Peak area,06-HLB_221116_neg_iaMSMS_02.mzML Peak area,07-HLB_221116_neg_iaMSMS_03.mzML Peak area,07-HLB_221116_neg_iaMSMS_04.mzML Peak area,06-HLB_221116_neg_iaMSMS_01.mzML Peak area,07-HLB_221116_neg_iaMSMS_01.mzML Peak area,08-HLB_221116_neg_iaMSMS_04.mzML Peak area,08-HLB_221116_neg_iaMSMS_03.mzML Peak area,07-HLB_221116_neg_iaMSMS_02.mzML Peak area,09-HLB_221116_neg_iaMSMS_04.mzML Peak area,09-HLB_221116_neg_iaMSMS_03.mzML Peak area,08-HLB_221116_neg_iaMSMS_01.mzML Peak area,08-HLB_221116_neg_iaMSMS_02.mzML Peak area,11-HLB_221116_neg_iaMSMS_03.mzML Peak area,11-HLB_221116_neg_iaMSMS_04.mzML Peak area,09-HLB_221116_neg_iaMSMS_02.mzML Peak area,09-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_03.mzML Peak area,11-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_04.mzML Peak area,12-HLB_221116_neg_iaMSMS_03.mzML Peak area,10-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_02.mzML Peak area,11-HLB_221116_neg_iaMSMS_02.mzML Peak area,13-HLB_221116_neg_iaMSMS_03.mzML Peak area,12-HLB_221116_neg_iaMSMS_04.mzML Peak area,13-HLB_221116_neg_iaMSMS_04.mzML Peak area,15-HLB_221116_neg_iaMSMS_04.mzML Peak area,12-HLB_221116_neg_iaMSMS_01.mzML Peak area,14-HLB_221116_neg_iaMSMS_r04.mzML Peak area,13-HLB_221116_neg_iaMSMS_01.mzML Peak area,15-HLB_221116_neg_iaMSMS_03.mzML Peak area,15-HLB_221116_neg_iaMSMS_01.mzML Peak area,13-HLB_221116_neg_iaMSMS_02.mzML Peak area,14-HLB_221116_neg_iaMSMS_r03.mzML Peak area,12-HLB_221116_neg_iaMSMS_02.mzML Peak area,16-HLB_221116_neg_iaMSMS_04.mzML Peak area,15-HLB_221116_neg_iaMSMS_02.mzML Peak area,16-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_04.mzML Peak area,14-HLB_221116_neg_iaMSMS_r02.mzML Peak area,18-HLB_221116_neg_iaMSMS_04.mzML Peak area,14-HLB_221116_neg_iaMSMS_r01.mzML Peak area,16-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_04.mzML Peak area,20-HLB_221116_neg_iaMSMS_04.mzML Peak area,16-HLB_221116_neg_iaMSMS_02.mzML Peak area,20-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_02.mzML Peak area,19-HLB_221116_neg_iaMSMS_03.mzML Peak area,20-HLB_221116_neg_iaMSMS_02.mzML Peak area,20-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_02.mzML Peak area,
10501,392.0816853552513,9.0830345,,,,,,,,,,,1642.2749,1350.1731,1097.7292,1349.0266,1363.1558,1427.9803,1312.7089,1310.4238,1417.3124,1268.6981,1262.0105,1163.7557,1466.1542,1146.5176,1337.123,1233.3745,1330.6078,1284.5835,1063.5579,833.76,1233.4802,1313.5919,950.2397,849.6437,742.74426,930.1397,1006.7706,1134.5596,928.9216,1010.1969,951.85016,800.2405,880.2159,1152.1915,1893.1885,2479.4104,1136.7864,962.3694,871.0573,2079.978,1484.3282,978.55023,940.6467,875.137,1832.0276,1434.8822,664.96545,1637.9718,0,934.0592,1507.1202,1605.1327,0,0,203.09343,1436.8253,970.36566,713.973,6.4683514,582.3368,1157.3018,2538.385,1417.8707,713.5296,1465.9386,1171.1558,1809.2017,1366.2666,495.96948,1099.2971,622.4347,1430.23,536.9837,642.30054,1153.686,1199.9939,
17181,392.09228883231583,10.447078,,,,,,,,,,,117.24724,62.09957,108.02574,56.555702,135.64818,86.5673,213.23718,30.880657,109.84325,244.07782,298.9559,293.5719,66.39965,259.5935,240.1026,506.7529,427.7712,537.23975,317.6975,405.54474,440.2873,391.22827,470.96487,865.89954,670.0719,511.9994,855.1751,449.56744,507.72897,802.3903,95.39297,321.35632,390.0421,460.93924,268.8021,226.47699,359.74152,312.01163,407.55975,281.49158,429.4886,706.20056,481.6429,401.60287,272.27142,109.01175,775.01306,208.40283,0,793.008,428.04962,245.8798,0,0,229.7934,476.9981,800.7535,480.0178,0,549.7606,380.2781,347.33234,421.32224,479.07925,410.30127,437.9626,463.512,662.10406,462.78708,679.90796,285.67117,453.52002,625.83234,521.5481,389.74524,382.559,
2635,392.1234852742969,5.897516,,,,,,,,,,,164.85126,121.10614,31.545582,71.52629,132.5971,23.649448,402.3614,143.54536,77.2817,375.32693,1213.5127,1045.7058,365.1487,993.42645,402.99887,615.8955,539.0921,977.865,967.5353,1093.073,608.112,589.2018,1015.6691,2424.9348,1766.48,902.1501,1857.4142,1796.0765,2188.7769,1888.3367,712.6112,670.17004,1836.406,1708.3439,0,0,699.6789,664.5313,1388.5381,12.33887,1345.3197,2011.5933,1224.7313,1336.7128,0,308.92725,1802.4644,340.2262,0,2004.3712,1221.6406,243.28917,0,0,279.95334,1370.593,2006.7542,0,0,0,0,0,1357.759,0,1324.3394,0,1562.1818,0,0,0,29.643887,1479.3282,0,0,1473.4089,1441.5496,
2174,392.1238308406654,5.553382,,,,,,,,,,,111.47893,188.12915,59.401894,186.72438,126.3892,180.48883,625.1661,56.58953,68.170074,380.3013,1031.8888,983.80005,442.12894,984.4306,444.1659,739.97186,626.1359,977.4194,1038.5742,1005.7422,713.80084,724.6729,1042.9927,1748.1174,1597.5417,1006.34296,1932.8837,1579.5631,1611.0997,1880.9789,707.2881,702.5889,1712.722,1650.595,0,0,640.2121,718.2989,1191.8885,0,1078.953,1729.2147,1192.9187,1783.179,0,358.01166,3265.5618,320.80814,0,1943.1318,0,106.209305,0,0,311.9083,297.71136,1918.6647,0,0,0,0,0,287.56113,0,307.62442,0,0,0,0,0,0,821.5373,0,0,706.77966,702.02954,
34738,392.17644832637427,16.947987,,,,,,,,,,,227.64078,55.34847,53.65841,0,72.038635,69.267136,187.86668,0,99.18454,0,418.48764,375.48306,38.01795,325.15634,89.60666,127.852875,135.63832,59.590683,132.66469,0,107.828384,43.84758,67.431915,517.50934,565.0988,0,566.8989,92.2805,101.34697,542.31744,0,0,147.88828,113.05063,158.2948,261.99762,34.21716,0,408.0063,39.07647,355.34088,226.66034,424.1331,525.307,131.89528,363.65997,131.45071,422.2157,338.3125,161.68213,0,334.17944,290.28253,290.37466,295.11884,0,187.56664,340.58807,205.00803,197.58405,420.27158,48.283516,52.91134,80.25823,29.30191,138.15454,67.264275,141.37718,102.042885,192.79074,270.85358,74.77673,158.7805,149.34763,150.24054,70.57613,
35547,392.1805242141231,17.396187,,,,,,,,,,,376.1443,1490.5864,1404.8309,1471.255,392.94357,384.82938,1181.1346,1443.639,395.94385,1140.8124,275.85434,301.83713,1080.7621,324.48322,1150.7993,428.97818,426.87805,429.14813,296.5795,566.41846,398.35947,310.46872,545.5792,196.07237,243.13728,472.65738,210.79028,222.67545,326.13632,217.58333,433.21545,314.7957,272.4576,276.60498,470.28662,505.16724,367.5946,323.47525,1180.2275,506.93594,1189.109,229.228,1156.0155,1043.0266,475.9345,296.95474,178.61719,329.90213,355.68112,194.63058,251.86717,343.72852,298.86557,255.77975,291.95206,311.59378,251.18643,262.72128,210.77286,263.5402,352.15985,334.38907,184.98245,295.17648,217.36679,249.0347,45.692886,146.85582,263.10797,157.02417,326.20593,177.52968,120.43794,145.19537,170.29909,167.427,
35757,392.18099326411453,17.531824,,,,,,,,,,,342.50726,1483.2026,1738.5592,1487.2405,341.54486,391.05643,1159.9924,1641.0161,309.50897,1387.8672,317.1355,284.2016,1364.4827,226.34262,1198.3268,371.7225,294.97223,338.0378,291.86835,489.97705,339.9049,410.81732,509.7371,196.87137,169.10516,505.28268,229.30292,236.41711,225.87978,100.96173,362.94205,284.45312,259.47858,261.58817,530.5912,551.074,315.18915,313.15897,1121.9485,479.39685,1237.5522,234.97552,1149.9408,1328.8212,444.66373,249.21765,146.9348,276.47693,343.35703,161.22018,200.40845,284.6035,288.68933,297.5615,190.38373,76.42941,266.8986,265.87564,285.97333,277.82013,296.221,215.91335,170.74794,311.34277,234.03087,232.91805,119.62824,99.74743,260.98523,181.5453,309.47998,184.24948,69.22981,132.2526,151.24129,174.41048,
34512,392.2050973096059,16.74977,,,,,,,,,,,692.4602,834.12054,792.85254,792.7592,739.1886,790.3566,868.01526,730.1487,818.7632,1009.17114,769.9049,702.0169,948.21875,737.76904,1000.4424,2091.811,2035.3151,1916.5082,813.02563,1884.8663,2098.4856,2140.3047,1968.5061,1897.3317,1589.2368,1882.5217,1919.4768,1489.207,1417.0852,1886.451,1168.5134,1257.2991,1383.1818,1378.7136,13.715523,0,990.1125,1072.1399,1101.9233,0,1010.38605,1396.4619,1205.8982,1077.741,0,1069.2374,1281.3848,1059.6422,0,1300.4379,1101.3784,975.6782,0,0,1014.7275,1006.6357,1404.0112,20.348751,0,0,0,0,1066.5419,0,1150.5638,0,1224.2843,0,0,0,0,1470.6604,0,0,1370.2559,1379.9713,
24968,392.2564907910708,13.344793,,,,,,,,,,,0,1146.957,0,1267.1255,289.20227,48.11094,585.4487,54.424232,0,31.129284,0,0,44.51854,110.218994,73.60993,0,0,330.7364,0,0,45.26696,10.815508,0,0,0,104.375916,0,0,0,11.673437,0,0,15.237255,38.84499,376.31354,0,60.413254,24.803371,1658.01,42.326473,1655.7476,0,1996.1895,37.101074,9.030017,154.19067,0,27.089787,0,0,0,13.145112,9.998407,241.36371,19.599009,0,0,0,47.722393,0,11.018196,0,21.064436,0,36.315968,0,0,18.88846,0,0,0,0,0,0,0,0,
24737,392.25741196679826,13.246048,,,,,,,,,,,183.95825,940.2437,812.075,980.4177,143.01558,202.62187,523.22644,972.0239,178.95158,632.23126,114.28618,137.48257,538.7493,133.66241,607.38403,111.52247,162.45825,306.45538,68.62843,229.92274,125.1393,156.89172,117.47182,26.539972,0,120.5287,0,50.7322,28.894138,17.080692,32.79064,106.9964,0,0,228.84299,216.35378,31.11412,150.75453,776.6316,154.44131,1014.6251,17.66618,902.92065,862.6696,240.91766,168.3779,0,108.68649,143.04712,22.719376,0,137.3126,154.16763,72.30862,92.4534,44.080467,23.360256,165.82556,62.27128,85.439926,151.11032,139.73557,106.40166,144.23868,34.30739,124.61339,0,0,99.43252,29.58953,48.216396,45.58094,17.260618,11.724232,18.15121,0,
41790,392.32822068095487,19.855047,,,,,,,,,,,1869.0952,1511.1508,1985.0836,1185.9774,1368.6862,1685.4387,1680.9205,1838.553,1904.3923,1620.9456,1669.455,2085.021,1689.0186,1945.4612,1602.6282,1948.0488,1845.4443,1749.1476,2016.7333,2077.8887,2024.6981,1804.5096,1651.205,1987.7949,1644.7393,1879.4587,1956.5072,2266.976,1755.3774,1891.5587,1705.148,1854.58,1662.7095,1894.2832,1936.8203,1708.8552,1808.6504,1706.5951,1659.6807,1863.5546,1489.377,1725.7834,1644.4016,1659.0344,1720.0883,1815.1725,1663.9404,1895.3403,2156.5508,1687.3727,1806.5657,1587.0974,1979.6672,2324.699,1507.8265,2231.0393,1764.7544,2334.2932,2055.8887,2035.6104,2284.565,1798.8936,1851.8564,2493.9966,1671.7404,1716.8645,2609.187,2399.4983,2168.847,2621.7532,2397.384,1695.844,1950.031,2129.667,1909.1344,2333.928,
18108,393.079281965087,10.839632,,,,,,,,,,,364.614,653.38196,727.4851,608.3757,366.52933,367.09854,1065.8905,595.3687,299.87003,1016.6123,701.19116,812.37274,1077.0222,802.0632,1147.0284,2021.1339,1746.0355,1256.699,767.28687,1169.8152,1906.2251,1832.6562,1117.7051,1841.72,1966.7168,1060.9066,1859.805,1009.6931,1068.7969,2070.227,859.8596,782.6941,1079.9435,1123.2756,0,0,891.9957,662.9735,1947.1616,0,1832.9056,2787.782,2125.3928,2255.8362,0,862.4625,2879.8438,858.7522,0,2911.94,1837.9102,830.4671,0,7.2628584,907.4752,1918.6036,2781.5981,0,0,16.448778,20.815166,11.727877,2004.3513,18.204613,1842.9866,8.142981,1717.3403,0,10.378872,0,0,1577.793,0,8.506271,1670.9005,1533.8188,
15099,393.07945896043714,9.962143,,,,,,,,,,,3674.5342,4582.5024,4679.337,4437.76,4374.5234,3637.85,6068.149,4726.5083,3706.019,5978.5947,5800.8647,6463.0557,5841.5205,6240.2095,5957.2017,4313.361,4449.887,5803.452,6145.375,4943.8286,4602.837,4512.6294,5512.522,4237.427,5028.1064,5532.989,4384.955,5793.8765,5550.2476,4444.241,5878.869,6271.562,5953.8516,5861.3584,0,0,5963.5947,5913.0127,5609.322,0,5637.2593,5091.7417,5488.162,5614.1855,10.686012,4778.4907,4907.141,4882.3623,0,5075.494,5869.519,4963.747,0,0,4535.0015,6612.7847,5197.3135,23.254631,0,19.568272,0,0,6859.805,0,6636.3657,17.713146,6249.3896,0,10.622565,33.743416,12.747305,5924.4424,0,16.194868,5981.7188,5767.789,
19035,393.07989752774205,11.0108595,,,,,,,,,,,240.27534,263.89624,407.7913,360.0932,204.46088,263.78,414.9583,229.6342,236.13486,384.68817,470.50693,286.987,374.16434,430.9783,427.0897,518.6276,594.6328,810.8417,372.78018,837.8868,612.07764,500.30444,844.68243,962.3324,843.0873,911.6156,979.5826,647.7933,655.3401,1027.7533,524.0156,575.5649,631.7919,815.15515,0,20.755825,536.72406,612.1211,708.24255,10.546249,862.09247,795.8528,767.07886,858.6533,0,239.1327,899.8812,239.75069,0,819.10205,736.86926,173.56186,0,0,274.15134,823.7854,706.17957,17.97509,0,35.920025,0,0,660.04486,23.770742,698.6681,14.920411,920.38257,20.85804,12.680752,25.619408,12.873728,936.02185,8.373988,17.515415,662.4259,835.416,
17428,393.07995183868917,10.582931,,,,,,,,,,,533.7843,735.057,755.92676,850.24603,578.69965,557.97815,1304.271,686.38995,586.1302,966.23047,923.7246,966.4729,1180.944,843.07416,1381.0317,2527.0557,2328.8816,1589.8508,867.2863,1724.7715,2483.767,2627.0823,1500.6473,3168.3516,2720.4922,1895.1807,2523.7166,1524.41,1436.5066,2735.528,1074.7439,1047.7152,1131.12,1476.5703,0,0,1102.7485,984.93536,2081.3552,8.08677,2365.6687,3287.0554,1771.374,1962.0771,7.063471,705.64795,2795.5679,660.4632,0,3161.4734,2011.4639,727.14136,0,0,577.00037,1807.3525,3326.3909,0,0,0,0,0,2175.0564,0,2055.2239,0,1878.8756,25.499077,0,0,11.424704,1980.417,12.462021,0,2129.372,1954.9385,
11956,393.08043475024374,9.280828,,,,,,,,,,,1607.0659,2043.4866,2329.7068,2353.3376,1690.6244,1307.9556,4498.228,3637.2454,1855.2064,3066.3992,2667.3955,3101.1748,3642.4836,2978.483,3266.2324,6206.2983,4343.9863,3482.54,3072.185,3685.4653,6229.492,4525.1973,3687.5715,3474.8306,4190.904,3800.9543,4673.178,3617.7087,3807.0283,3898.721,2659.2832,2544.364,3512.6462,3146.363,0,26.085964,2799.2078,2932.7605,3866.4814,43.39581,5295.4746,3899.3335,4076.4114,3265.7554,29.554453,1939.3345,4568.923,2574.973,0,4232.5684,4142.974,2401.0032,0,0,2341.7034,4583.086,3558.5369,0,0,38.199608,0,0,4157.535,62.00963,3951.707,72.38252,3274.1887,167.3028,46.508003,39.88983,12.35581,3501.9592,29.175747,112.23781,3742.2888,3505.713,
8386,393.0804353172964,8.213487,,,,,,,,,,,2359.3396,3551.3337,3578.9744,3961.3708,2603.3972,2609.7502,3804.7273,4116.559,2621.3962,3541.0947,8081.9053,7708.793,3635.0308,8427.069,3856.9888,3999.3142,4464.2754,6510.551,8219.179,6907.593,4138.356,4411.0806,7110.9614,5004.303,5066.51,7171.458,4509.821,6864.7676,6967.7896,4561.3447,6887.798,6945.2676,7261.303,7251.561,0,0,6949.776,7050.83,3136.109,12.541192,3096.9067,470.573,2907.6057,3484.8965,9.027136,1945.8518,752.54926,1954.1189,18.760632,663.78595,2004.1866,1803.8245,0,0,1979.6526,1845.3406,479.21204,0,0,0,17.43537,21.233444,2443.129,0,2514.6956,8.110442,2632.8389,0,8.171812,20.08616,0,2979.5432,0,9.36426,2976.051,2402.1233,
13970,393.08053093777784,9.719846,,,,,,,,,,,4334.7056,5342.646,5443.7676,5448.276,4768.5586,4683.3545,5351.761,5854.3335,4522.2827,5865.8057,5584.4336,5749.7197,5832.231,5645.416,5983.793,6434.7686,6479.1445,6458.946,5729.733,6031.3613,6425.1577,6456.819,6439.401,6439.8765,6728.4316,6441.8267,6181.6665,6118.5605,6405.6426,5863.143,5788.4404,5704.5815,6178.928,6022.0757,0,0,5759.426,5868.1665,6197.8945,0,5355.6255,5284.037,5842.4414,6476.663,0,5256.402,5488.1113,5504.7627,0,6399.0293,6321.496,5474.7144,0,0,5367.4067,6300.0674,6387.912,0,0,16.149313,0,0,7303.3945,0,7143.156,8.708611,6742.4736,0,0,0,0,6722.878,0,0,6567.283,6355.05,
9854,393.081053547795,8.777407,,,,,,,,,,,203.79611,543.84595,582.7679,587.5046,278.34293,167.6539,796.4317,437.1563,200.7133,833.01654,1205.764,1299.427,953.29346,1354.4238,975.9592,1246.3451,1490.719,1510.5975,1153.7936,1487.0281,1337.0117,1183.9999,1308.0109,1512.3267,1358.6515,1306.4493,1436.7219,1517.3911,1525.6786,1477.7292,1019.2791,1182.3633,1421.3673,1422.7877,0,16.604664,1195.7498,1110.3325,653.2792,13.783928,1418.9857,1181.6176,1586.144,1575.785,12.447437,587.7322,1291.7013,588.3646,0,1084.2924,1160.6489,592.0872,0,0,526.4899,529.2491,1088.587,0,0,0,0,0,1279.6285,0,1170.7527,19.014143,1001.1117,0,0,15.535328,0,1133.9224,0,11.828718,1097.9581,1147.8369,
11656,393.0822360876914,9.146904,,,,,,,,,,,1314.5554,1386.2367,1285.3319,1411.0057,1221.9087,1604.1309,1686.4805,1495.1672,991.76416,1635.9282,1419.2174,1511.802,1244.5437,1489.4263,1635.4774,2265.3013,2152.8467,1629.1781,1363.607,1771.609,2157.0845,2076.5444,1776.3259,1532.9166,1752.2192,1721.2427,1896.005,1672.8843,1512.9202,1945.6725,1307.0568,1220.6525,1648.3898,1640.2782,228.74153,261.30386,1325.6525,1279.3657,1968.7449,220.89337,1665.5096,942.9515,1839.8134,1858.3878,234.12239,1285.8296,586.0123,1394.5338,0,2007.4775,1908.7869,1445.39,0,0,1320.2507,2031.3911,1986.5828,142.61472,0,206.44557,276.87543,227.49603,1810.6559,244.10391,1968.0903,259.0397,1636.566,276.93317,362.74255,416.6387,223.06252,1653.5374,370.11957,160.98926,1642.3971,1594.9475,
8429,393.0826397882993,8.218337,,,,,,,,,,,1760.8917,482.10312,287.09915,749.2658,426.44165,489.6869,2049.614,487.26724,340.02194,392.846,1225.4148,732.5668,2193.1008,1023.7258,419.7228,582.71564,2228.5703,1094.2952,1828.6285,1689.1886,1256.3916,1686.6372,3077.4204,2364.8184,4474.594,869.2677,4632.957,2614.0337,2888.4282,4289.499,1807.1199,674.898,708.4708,940.3511,0,0,854.7158,1234.2179,1865.153,24.54197,1238.4775,1066.7886,929.6768,2248.2854,0,1183.0007,1012.0958,2003.4384,0,1201.3018,1165.6991,915.25,0,13.704203,1025.796,1540.506,886.89935,0,0,0,0,21.233444,1535.7413,0,1710.409,0,2610.879,19.537003,8.128906,17.028349,0,2825.361,6.6435785,25.860569,1465.1771,1033.8542,
12636,393.09217419362034,9.434886,,,,,,,,,,,2718.6157,8895.206,10673.644,8798.77,3197.3672,2851.7947,17104.793,10675.457,3519.9856,17093.46,9113.196,8829.266,16798.447,9105.87,16781.922,19906.621,19466.152,11553.493,8951.489,11807.594,19199.26,19097.254,11853.196,24776.797,24946.584,11714.648,24930.248,12969.192,13158.011,24648.727,8925.901,9493.023,13309.037,13366.533,0,16.7878,9306.045,9054.22,28480.55,12.877011,29206.504,29569.795,28485.549,29047.373,0,7179.068,29044.69,7171.326,0,31608.082,22881.314,7088.155,11.960133,7.4065814,7076.5703,23235.527,29275.314,0,0,0,11.2674675,21.642368,23642.375,0,23662.053,0,15991.271,24.320292,0,0,0,15961.332,0,11.1539345,15934.793,15789.535,
4001,393.09391192850154,6.913844,,,,,,,,,,,81.73494,48.70301,109.205345,95.95219,231.68346,145.5582,350.44113,98.31042,89.74687,216.8992,341.2824,166.27098,179.77303,306.78293,223.38297,275.04877,342.23743,355.46667,235.91112,522.5893,313.69592,170.35591,389.3283,590.1705,606.9487,594.583,615.3594,700.6467,435.9259,380.43707,167.62747,325.5822,402.2272,373.919,595.78973,653.84424,366.389,264.5048,259.84378,691.46014,254.19485,123.87036,493.00247,299.18674,594.8206,217.38525,125.629,200.96262,0,71.434296,456.0954,201.15483,0,0,235.8522,483.95407,233.53102,1544.129,0,1629.3126,1001.0796,1125.7592,582.22974,1427.4398,601.0935,1630.0975,566.84827,1630.8599,1658.4268,1673.7245,1221.544,456.16623,1048.949,1594.7114,506.23383,387.9112,
27949,393.09974445571623,14.393792,,,,,,,,,,,1364.0305,1036.444,1013.6649,969.2166,1508.9607,1320.3425,1162.7458,930.4846,1491.7709,1146.0857,1349.4092,1187.8579,924.4009,1534.6733,1076.46,1762.9283,1749.8713,1637.2625,1341.4701,1517.9191,1780.7407,1720.3965,1425.4358,1612.5095,1603.135,1270.8622,1657.6982,1578.5524,1164.7399,1800.255,1593.5476,1177.7837,1353.7778,1656.0767,1413.1625,1218.94,1369.1312,1311.1332,1678.8541,1449.2838,1541.9545,1354.2959,1385.897,1510.0358,1643.2521,1416.2644,1391.2637,1164.9354,1677.0793,1428.4935,2297.349,1213.6248,1876.8346,1702.0917,1282.8973,2270.0967,1367.861,1808.4463,1883.0532,1675.6414,1797.6188,1929.5543,2234.001,1709.6589,2467.5679,1586.8666,1830.6232,1795.0667,1739.0276,1763.345,1915.6855,1714.5547,1608.6621,1632.786,1890.5653,1898.5613,
29512,393.1157213091609,14.950502,,,,,,,,,,,3681.199,4596.9834,5001.522,5126.0264,3642.5994,3610.3594,4761.5615,5010.117,3557.418,4500.254,3966.9136,3824.9167,4818.386,4298.3643,4655.1846,5903.4165,6298.5303,5547.688,4118.623,5766.7236,6100.265,6170.4746,6052.7964,5862.9897,6001.101,6271.1904,6093.354,4883.6416,4928.5566,5822.8384,4713.6562,4690.6,5045.1206,4713.442,0,0,4645.7964,4730.399,4927.818,9.761434,4862.829,5471.9307,5059.0996,5121.2393,0,4196.0747,4752.4546,3956.7754,0,5438.915,5600.3047,4274.3037,0,0,4007.3982,5955.3916,5012.8906,17.167835,0,14.275734,0,0,5947.025,0,6079.1553,0,5134.0244,0,16.448719,0,0,5266.7056,13.185522,0,5028.987,5274.635,
37627,393.1169435222339,18.10712,,,,,,,,,,,1297.8566,2423.2961,2490.5342,2483.4468,1785.8983,1394.5681,2117.063,2631.6365,1449.1562,2299.8381,1430.4777,1441.5818,2388.2644,1438.0103,2320.171,3231.066,2999.8918,3223.0085,1260.0852,2980.2349,3355.8308,3200.2258,3075.2427,2496.9143,2468.6875,3068.1248,2575.3843,2056.1824,2449.7432,2561.2117,2175.9773,2243.7341,2495.9421,2515.1174,0,0,2310.1833,2152.947,2595.584,0,2807.2192,844.6262,2571.831,2847.814,0,570.3003,1131.7096,687.13873,0,284.23013,2678.3838,526.16846,0,0,663.7101,2688.6074,1350.7521,0,0,50.88217,0,0,2861.7317,0,2918.6953,0,2134.8176,0,29.988148,0,0,2645.81,0,71.20461,1970.757,2539.0,
25695,393.1169999033433,13.694483,,,,,,,,,,,247.70157,374.81308,229.10706,428.90494,100.349625,101.34523,447.62415,397.0437,184.3309,450.92975,411.3882,512.80115,531.71234,473.5324,548.2503,950.526,1110.1268,1135.6724,439.10013,992.7931,1001.4325,951.1448,1131.8384,1084.0508,1047.3042,1048.8225,1079.5388,275.66345,665.1432,1112.3713,652.0708,646.6011,527.97815,570.50867,0,0,634.3998,634.38934,831.0669,0,969.4152,1213.4954,973.089,841.3705,0,415.33197,1134.9799,235.40907,20.765362,1124.2311,656.30084,293.88983,0,0,277.2162,852.80115,1113.355,0,7.457781,30.852642,22.404995,31.20446,702.2541,0,610.6228,0,706.1441,0,0,23.731075,13.288866,746.6077,11.95121,0,668.17236,678.6266,
25254,393.11753757359605,13.419617,,,,,,,,,,,126.15765,259.19208,256.30484,297.43604,150.63266,76.77066,400.59686,243.85666,115.67768,439.57358,355.20047,392.39664,334.3913,373.88913,437.13968,739.74097,635.3511,775.9234,315.8922,764.4044,682.60956,635.31494,763.3554,699.62524,653.79486,667.5049,725.0141,407.75394,551.4566,744.5563,438.70306,425.30994,464.86594,409.07867,0,0,428.89026,400.7767,665.87585,20.215225,609.1293,694.5876,664.2417,643.46027,9.055463,158.55751,554.12335,265.91568,20.268263,827.36,534.6476,288.0193,0,0,216.30502,419.8466,592.77075,0,0,0,0,0,511.9456,0,445.7848,0,437.71136,0,0,0,0,526.3928,8.920205,0,492.0918,328.66797,
4752,393.13253184936536,7.1705937,,,,,,,,,,,20.16825,0,0,0,0,0,85.63724,0,0,117.84729,87.34793,166.9364,77.891365,272.80646,54.358818,75.540955,246.43979,316.2761,259.60132,344.08035,335.52078,160.47342,85.32632,1364.9165,1246.8313,213.36124,1431.8739,992.4771,986.3796,1413.2771,60.467308,85.30733,446.78,977.34625,40.59297,49.61039,58.507042,150.52878,568.25354,112.01014,432.71942,1305.8966,411.73712,555.2255,147.63464,47.332146,1396.9211,190.74446,0,1189.0253,738.0285,141.1506,0,0,55.875404,737.96826,1239.0305,314.04224,0,294.3809,147.7663,219.03938,897.7567,60.875484,726.645,326.96176,889.9525,188.89775,283.0076,131.21542,195.87291,901.998,106.504745,150.74219,621.5776,886.4786,
