row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,02-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_03.mzML Peak area,01-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_02.mzML Peak area,02-HLB_221116_neg_iaMSMS_03.mzML Peak area,02-HLB_221116_neg_iaMSMS_01.mzML Peak area,03-HLB_221116_neg_iaMSMS_04.mzML Peak area,01-HLB_221116_neg_iaMSMS_01.mzML Peak area,02-HLB_221116_neg_iaMSMS_02.mzML Peak area,03-HLB_221116_neg_iaMSMS_03.mzML Peak area,04-HLB_221116_neg_iaMSMS_04.mzML Peak area,04-HLB_221116_neg_iaMSMS_03.mzML Peak area,03-HLB_221116_neg_iaMSMS_01.mzML Peak area,04-HLB_221116_neg_iaMSMS_01.mzML Peak area,03-HLB_221116_neg_iaMSMS_02.mzML Peak area,05-HLB_221116_neg_iaMSMS_03.mzML Peak area,05-HLB_221116_neg_iaMSMS_04.mzML Peak area,06-HLB_221116_neg_iaMSMS_04.mzML Peak area,04-HLB_221116_neg_iaMSMS_02.mzML Peak area,06-HLB_221116_neg_iaMSMS_03.mzML Peak area,05-HLB_221116_neg_iaMSMS_02.mzML Peak area,05-HLB_221116_neg_iaMSMS_01.mzML Peak area,06-HLB_221116_neg_iaMSMS_02.mzML Peak area,07-HLB_221116_neg_iaMSMS_03.mzML Peak area,07-HLB_221116_neg_iaMSMS_04.mzML Peak area,06-HLB_221116_neg_iaMSMS_01.mzML Peak area,07-HLB_221116_neg_iaMSMS_01.mzML Peak area,08-HLB_221116_neg_iaMSMS_04.mzML Peak area,08-HLB_221116_neg_iaMSMS_03.mzML Peak area,07-HLB_221116_neg_iaMSMS_02.mzML Peak area,09-HLB_221116_neg_iaMSMS_04.mzML Peak area,09-HLB_221116_neg_iaMSMS_03.mzML Peak area,08-HLB_221116_neg_iaMSMS_01.mzML Peak area,08-HLB_221116_neg_iaMSMS_02.mzML Peak area,11-HLB_221116_neg_iaMSMS_03.mzML Peak area,11-HLB_221116_neg_iaMSMS_04.mzML Peak area,09-HLB_221116_neg_iaMSMS_02.mzML Peak area,09-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_03.mzML Peak area,11-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_04.mzML Peak area,12-HLB_221116_neg_iaMSMS_03.mzML Peak area,10-HLB_221116_neg_iaMSMS_01.mzML Peak area,10-HLB_221116_neg_iaMSMS_02.mzML Peak area,11-HLB_221116_neg_iaMSMS_02.mzML Peak area,13-HLB_221116_neg_iaMSMS_03.mzML Peak area,12-HLB_221116_neg_iaMSMS_04.mzML Peak area,13-HLB_221116_neg_iaMSMS_04.mzML Peak area,15-HLB_221116_neg_iaMSMS_04.mzML Peak area,12-HLB_221116_neg_iaMSMS_01.mzML Peak area,14-HLB_221116_neg_iaMSMS_r04.mzML Peak area,13-HLB_221116_neg_iaMSMS_01.mzML Peak area,15-HLB_221116_neg_iaMSMS_03.mzML Peak area,15-HLB_221116_neg_iaMSMS_01.mzML Peak area,13-HLB_221116_neg_iaMSMS_02.mzML Peak area,14-HLB_221116_neg_iaMSMS_r03.mzML Peak area,12-HLB_221116_neg_iaMSMS_02.mzML Peak area,16-HLB_221116_neg_iaMSMS_04.mzML Peak area,15-HLB_221116_neg_iaMSMS_02.mzML Peak area,16-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_04.mzML Peak area,14-HLB_221116_neg_iaMSMS_r02.mzML Peak area,18-HLB_221116_neg_iaMSMS_04.mzML Peak area,14-HLB_221116_neg_iaMSMS_r01.mzML Peak area,16-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_04.mzML Peak area,20-HLB_221116_neg_iaMSMS_04.mzML Peak area,16-HLB_221116_neg_iaMSMS_02.mzML Peak area,20-HLB_221116_neg_iaMSMS_03.mzML Peak area,17-HLB_221116_neg_iaMSMS_02.mzML Peak area,19-HLB_221116_neg_iaMSMS_03.mzML Peak area,20-HLB_221116_neg_iaMSMS_02.mzML Peak area,20-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_01.mzML Peak area,19-HLB_221116_neg_iaMSMS_02.mzML Peak area,
28380,255.0857046055251,14.582251,,,,,,,,,,,113.485886,174.2883,64.170715,49.01075,51.779053,48.886078,94.202446,41.935135,112.09583,90.4678,244.18477,318.30618,159.17964,316.91376,92.348724,491.42883,432.76175,373.57584,426.9485,486.4275,539.234,428.1435,396.9775,1131.8389,1094.853,525.44293,962.04956,488.54004,451.3055,1101.4409,434.8371,240.76074,520.0193,426.18964,38.324265,77.89526,184.00494,236.31592,375.70038,66.724915,437.87604,1040.7579,160.50168,358.19467,0,187.47385,921.8066,152.70207,48.592735,1120.3939,252.59285,62.367172,0,0,115.26974,119.152596,1091.0704,0,42.17615,0,151.67308,40.184837,96.94328,0,118.892685,38.086807,174.72333,95.32434,52.570053,33.56476,110.41038,122.519356,44.94022,77.306564,161.60529,44.40477,
9154,255.12008603133384,8.568659,,,,,,,,,,,29.144299,0,17.017395,8.312012,13.980173,13.878618,0,23.212475,23.308577,30.861847,101.74939,0,29.29499,54.654,19.540443,100.289314,42.82322,79.51506,81.30554,42.01377,31.86059,22.028282,66.2001,61.00346,60.497505,60.30201,70.199425,57.222702,215.47887,118.04853,57.13387,145.25775,172.69817,144.06163,328.29694,393.91205,60.2901,88.641655,39.703293,338.2146,142.19077,0,24.502445,62.820282,340.49194,68.86493,59.947365,0,0,0,37.31378,72.60076,0,0,18.876308,0,38.910362,826.163,0,900.9839,539.8828,654.96423,20.992195,634.7893,124.95983,909.6076,199.76874,598.9023,903.5915,573.29706,588.78894,171.89621,523.2333,546.3045,121.294136,38.51584,
24741,255.12147126126587,13.222851,,,,,,,,,,,152.07364,551.5835,384.85132,416.17682,248.33298,225.71346,637.7739,394.40778,212.22252,486.69672,536.12836,571.3476,500.77197,506.51834,402.49487,1130.6705,1107.4763,1215.4076,482.55197,1302.7853,1062.9204,1072.78,1167.1025,930.4569,1251.6185,1228.3954,1224.8333,760.7657,792.6847,1229.2118,616.7956,643.30945,612.82355,790.2569,0,30.571072,603.5615,595.69183,817.2734,0,918.9668,1130.4327,881.9126,684.04675,7.749361,362.73672,1174.8003,364.16458,0,1117.8218,424.05896,349.31876,0,0,246.40732,412.30203,1198.9272,0,0,14.493673,48.84775,0,325.03305,32.2012,441.20538,0,605.732,88.99429,28.959103,27.413101,20.32071,493.77917,38.0205,39.781364,567.8893,461.69394,
10026,255.12232867642456,8.8738365,,,,,,,,,,,402.09442,604.95953,572.5674,528.88446,395.99005,361.00766,1550.081,467.65323,450.50827,1457.0667,1393.4314,1444.516,1283.3071,1160.9559,1333.3153,1711.931,2054.5276,1976.537,1378.0928,1684.7301,1758.3123,1986.6702,1651.4369,4162.3945,4105.01,1849.908,4050.1084,2053.8071,2032.3392,4343.616,1522.8896,1356.3718,2190.0554,2258.1748,0,0,1160.2932,1283.9667,3530.5317,7.118971,3632.3562,6253.205,3331.352,3400.2668,0,882.8338,5847.53,846.2868,0,5890.0947,2082.9685,803.44604,0,9.972884,764.8167,1877.7915,5817.126,0,0,34.67932,18.24863,0,2011.2257,0,1806.6312,0,1846.755,0,0,0,0,1747.1515,12.919205,0,2002.7537,1704.4108,
18973,255.1231810878494,10.984279,,,,,,,,,,,0,16.983078,0,11.509272,0,17.29131,281.18832,62.205273,0,107.61255,82.192116,75.20467,263.6157,71.9919,61.385437,6994.0527,7141.069,5575.8145,97.77472,5258.8076,7228.478,7036.5063,5521.942,11794.481,11989.235,5439.4863,11949.885,7731.4575,7775.4478,11688.458,774.9222,584.8604,7911.319,7983.306,22.367369,15.787832,586.16254,733.27637,4710.72,0,4510.9487,10609.59,4805.8467,4768.263,0,15.666196,10661.977,0,0,10331.01,1031.8258,63.972298,0,0,11.607159,1099.8678,10395.328,0,0,0,0,0,1151.3517,0,1133.7327,13.717577,206.021,0,8.538796,0,0,139.83972,7.8907795,0,148.06888,183.79678,
24892,255.12404001894222,13.325865,,,,,,,,,,,0,481.87857,0,0,20.254738,13.094564,0,7.1502,0,57.61827,0,0,0,506.19284,0,831.3546,684.77,603.8537,0,0,741.1026,802.2648,595.3253,621.8897,706.63464,0,736.96857,715.3037,28.400566,672.65686,0,552.5704,320.73706,0,0,0,0,525.2845,349.4964,0,0,1001.16394,806.66113,338.4151,6.704783,320.11084,986.55664,0,0,682.1308,0,0,21.25187,0,0,0,1110.5591,0,9.134638,0,0,0,11.223371,0,401.13086,0,18.575802,0,12.506581,0,0,0,11.517677,0,0,0,
21041,255.1371343852848,12.010249,,,,,,,,,,,56.672215,45.90335,93.28001,79.718735,32.615643,14.005882,78.1304,115.890045,45.75857,131.40866,27.001884,15.926043,34.80561,9.650537,55.571487,14.519419,0,153.21645,71.121544,45.43022,22.504448,35.112003,23.90803,131.16096,105.0317,15.83277,45.836533,125.96916,110.17896,60.91245,0,46.042667,52.931393,131.38315,941.91156,931.69586,6.7231274,21.217197,44.618835,781.97455,77.43022,276.3189,44.87179,42.438828,1002.3499,124.57415,458.09955,137.71014,0,366.82108,33.800995,47.52706,0,0,78.81644,179.65894,456.2829,670.48596,9.402968,631.8521,1405.9078,1321.4924,94.88426,1526.928,147.02615,741.3597,309.9779,168.80157,586.3066,159.36035,1222.8555,195.04593,134.79688,142.52061,331.11707,350.10703,
34833,255.13842066921165,16.977942,,,,,,,,,,,2207.1572,2058.3875,1838.9985,1846.9902,1986.9865,2011.2749,2141.7515,2119.067,2374.8992,2501.447,2197.1763,2136.8064,2527.287,2171.3647,2169.3423,2098.3787,2098.3599,2316.99,2203.1409,2269.0469,2114.0615,2270.752,2124.4949,2014.6741,1952.2515,2171.3438,1873.16,1690.2102,1887.7192,2100.4014,2241.3958,2378.0923,1939.6174,2030.1296,2399.3787,2177.3127,2476.8767,2434.3342,2377.8474,2299.8645,2487.205,2199.7493,2431.781,2439.8472,2289.1426,2944.9783,2053.237,2742.194,1138.1913,2157.1973,2519.6614,2621.0613,1129.4454,1111.1725,3068.63,3090.284,2052.793,1096.6599,1243.0098,1135.782,361.8449,304.15775,2466.3474,1759.0056,2596.4626,991.794,1974.3044,1294.4705,1111.6562,1260.2435,288.6942,2121.8062,1406.2832,1253.0444,2183.928,2105.1875,
24464,255.15759819591185,13.145085,,,,,,,,,,,173.3375,350.606,322.15402,333.92963,154.56277,37.18631,447.86676,291.0307,205.22302,475.80502,573.9951,511.28387,493.08218,441.66217,421.03116,830.3307,929.7962,803.3622,534.8487,1302.1279,784.19653,761.3995,492.53745,306.9873,414.02136,1072.6035,1113.9279,669.06995,783.19073,1170.2207,772.8254,595.3485,713.48016,765.66815,0,0,777.6568,727.683,349.28836,0,1020.5944,427.0519,428.45575,920.7714,0,464.31198,779.61926,383.1204,0,259.0626,671.42755,376.98126,0,0,347.00665,548.77563,455.7934,0,0,0,0,0,517.01276,0,503.40244,0,766.73975,0,0,0,0,860.0027,0,0,669.2137,798.12036,
35597,255.20034658031275,17.448416,,,,,,,,,,,224.64468,0,0,0,0,247.10274,434.94128,93.449036,162.27246,121.61622,321.29556,354.00665,230.22534,100.877686,78.33244,885.23346,810.1017,1727.5432,279.54517,1452.6133,252.82613,899.879,1594.5199,1861.1724,1435.2311,1385.7472,1576.3735,942.85657,1072.8152,1654.201,986.346,819.9071,1004.5952,1188.7686,1569.0253,1866.6266,852.89417,836.13617,719.12787,1677.3069,571.6932,397.01733,641.685,562.9306,1781.641,789.2817,677.6105,814.94336,0,705.01355,0,752.6173,0,0,649.53235,0,734.7508,2314.058,0,2138.2034,2510.512,2734.3738,0,2456.0288,0,2319.1655,389.3977,2112.73,2114.3423,2255.0576,2223.2998,679.8296,2011.1265,1872.5608,758.63635,957.1719,
18980,256.1269051070335,10.978434,,,,,,,,,,,0,0,0,0,0,11.340818,26.87303,0,0,0,0,17.828241,12.1792965,0,22.949083,992.6185,964.06903,744.39417,11.1904335,801.3096,997.2279,989.88055,826.55286,1814.3887,1659.9225,749.9253,1512.0328,1161.867,1070.5764,1611.6667,115.02443,22.97498,1150.8014,1009.6603,0,0,52.308464,29.994614,701.719,0,563.1663,1548.2535,695.6683,715.449,0,0,1311.5938,0,0,1418.9492,151.61682,10.463102,0,0,0,186.45428,1509.9033,0,0,0,0,0,130.86862,0,151.61163,0,0,0,0,0,0,15.992476,0,0,16.795921,0,
23747,256.19405262379166,12.850499,,,,,,,,,,,99.08,967.6218,801.17017,808.60297,0,49.194214,0,902.882,52.211166,65.58721,73.26201,110.630165,45.213703,67.96687,0,121.5225,77.83635,205.52481,0,77.9462,0,0,94.7788,168.51654,111.7903,51.432137,200.62277,41.47615,128.62944,174.88348,384.89517,264.30484,65.9199,62.17891,960.43335,973.0187,338.70407,253.80112,828.65424,905.10315,881.1592,578.8981,913.2527,798.69684,902.67224,485.68652,507.24274,498.7983,196.94562,603.5916,883.464,451.95392,125.83862,144.48584,439.69394,936.35156,527.188,579.42303,254.70813,625.828,798.0548,700.307,810.60815,738.502,797.67365,649.2288,416.3486,642.9766,620.63043,638.56866,696.1356,528.5661,632.00183,596.12524,476.85406,434.38925,
43910,256.84596283221595,21.574518,,,,,,,,,,,885.0492,0,9497.525,10577.018,7291.6484,1178.3527,6694.5195,811.97034,1022.9579,825.35706,6857.1587,442.92468,6620.418,724.437,933.5667,6168.644,820.8367,6340.047,994.3248,893.78656,6258.8076,780.90015,969.9092,1027.9766,0,3875.6636,1026.1963,1074.608,657.9369,572.50415,6370.9595,555.32764,1048.4971,1013.2667,696.5439,1006.7603,940.33234,6300.0596,748.6167,4312.074,6695.9766,1056.6318,1022.9907,7070.997,6490.5786,874.49945,1068.5372,1118.3833,1283.0233,6387.143,1545.3682,1191.9613,1318.4861,1448.4122,6246.6763,1347.3041,1051.9866,0,1617.1304,871.54675,1486.4806,1301.7184,1486.4153,1512.2603,694.6526,586.3185,1396.1943,8170.2124,1542.9803,8541.918,10812.162,1743.6191,837.87164,8245.37,1594.4147,1571.3379,
931,257.0726712443987,4.7887244,,,,,,,,,,,0,0,0,0,0,116.80061,711.30145,0,0,0,764.6876,470.636,263.70392,557.4796,0,499.18872,522.3067,912.74133,382.01306,854.62415,870.4663,576.8789,668.7079,2154.805,2651.6897,712.95013,2698.5535,1722.487,1459.8569,2653.1543,797.60846,311.16553,1664.7278,1228.478,1319.0394,1654.1377,567.1079,771.3119,1460.9869,1474.2717,1556.3762,2655.4407,1197.071,1182.0222,1534.8425,542.63446,2934.5388,792.54724,0,2139.5068,2079.716,665.2625,0,0,888.64496,1713.5853,2883.868,3022.2485,0,3050.816,2510.7417,2147.7163,1926.0648,2586.71,1787.0688,3095.6885,2006.2178,3185.6787,3211.682,3126.8428,2441.978,1840.5814,3263.698,3141.1797,1904.1683,2130.148,
4155,257.0985075212368,7.0181746,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.74261,0,0,0,0,0,152.00206,0,650.8441,688.4181,0,1211.3964,175.93962,0,794.7422,0,0,124.70547,0,0,0,0,0,657.13226,0,680.81116,6287.3667,672.4782,780.2303,0,0,6072.21,0,0,3948.75,859.43787,0,0,0,149.98265,907.714,5947.1367,0,0,0,0,0,545.56213,0,758.33984,0,493.0356,0,0,0,0,486.06757,0,0,156.08636,374.5752,
5066,257.10006741835275,7.3095627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,404.8899,284.06207,358.46188,395.91077,151.70294,565.56366,558.7817,935.64996,262.78235,80.327576,697.51074,439.4006,833.519,444.51617,1735.4884,2374.2966,513.5864,1752.1864,214.51346,311.67703,2222.583,264.5381,184.69376,102.507385,148.61157,0,0,143.09001,176.28148,1592.0046,0,1505.8201,10142.842,1686.0818,1431.6335,0,1165.1145,8571.382,1015.8157,0,11364.471,2005.7839,1058.0634,0,0,985.6124,1794.1206,9698.499,0,0,0,0,0,1932.4531,0,1566.4845,0,2526.76,0,0,0,0,2207.669,0,0,2840.4182,1758.688,
9121,257.1014529559098,8.544141,,,,,,,,,,,0,0,0,0,0,0,610.6165,0,0,261.1595,0,210.50143,0,270.3837,299.41632,956.81177,1023.9408,220.25394,0,236.01385,400.02106,674.9245,508.31253,1186.5122,1141.7407,520.69,1298.5936,415.9253,209.0943,1359.1218,439.05176,0,487.56873,399.23444,0,0,102.459274,148.75949,1240.4271,0,1264.0901,4234.766,1239.7941,1199.6013,0,1011.49023,3987.182,917.3936,0,4134.906,1531.0739,875.5943,0,0,1160.5496,1727.3485,4500.1704,0,0,0,0,0,1608.2957,0,1378.3746,0,975.89734,0,0,0,0,1217.8854,0,0,1117.3384,1133.395,
5442,257.1016754751279,7.5154843,,,,,,,,,,,0,0,0,0,0,0,626.4741,0,0,528.0952,169.07236,532.1027,492.25113,402.13467,475.2819,1128.5309,1110.364,1031.8881,342.15787,1139.7422,1068.7529,1121.2592,1140.8475,5469.3853,5630.9297,887.7206,5554.194,1017.99005,977.5432,5778.198,435.5515,352.3448,1149.4208,1117.4574,0,0,443.93442,354.4257,2316.8389,0,1418.5829,8038.0693,1655.7922,1286.21,0,470.46646,18325.363,886.3155,0,8139.0396,2545.4656,394.72025,0,0,379.66263,1455.9526,6886.05,0,0,0,0,0,2393.4023,0,2771.038,0,1352.5327,0,0,0,0,1145.5787,0,0,4230.72,2502.2634,
11607,257.10309191731267,9.139061,,,,,,,,,,,176.47926,230.46408,162.4556,260.93356,322.7289,108.66962,1515.1155,86.461685,126.476845,1386.8632,1206.3463,1319.9329,1366.7092,1179.2076,1274.4835,2121.7493,2120.7327,1221.7085,1218.2444,1424.3263,2226.826,2271.315,1403.3976,3443.9011,3656.5908,1336.9988,3302.8474,1638.3318,1617.7733,3327.3264,717.09973,787.0502,1458.9725,1450.2927,0,0,787.7946,869.3601,3068.9316,0,2849.2925,7885.5166,3173.351,3516.0273,0,1014.2894,6962.173,1003.92944,0,7401.4805,2354.4822,893.5773,0,0,994.95197,2833.1587,7791.6123,0,0,0,0,0,2652.0403,0,2618.5295,0,1806.9423,20.59923,0,0,0,2335.6775,0,0,2071.443,2422.9324,
5941,257.13540299786024,7.722574,,,,,,,,,,,239.85242,334.8888,247.29646,222.74783,0,0,1063.052,352.95398,79.28053,706.2283,693.19653,850.04443,961.9222,803.14294,994.0409,1264.7295,1168.0669,1301.7217,524.511,1200.8146,1113.7212,1035.1375,1166.9094,2693.9175,2550.6604,1153.4519,2622.7683,1308.1182,1093.9371,2634.956,960.1697,1003.41736,1179.5111,1068.1208,0,0,962.2235,970.40173,2535.007,0,2841.5,5496.051,2522.2854,2477.3313,0,581.62524,5420.722,629.61053,0,4704.9893,1685.5854,424.6058,0,0,607.9792,1644.8726,4705.1704,0,0,0,0,0,1512.9034,0,1500.8655,0,1477.1279,0,0,0,0,1816.3358,0,0,1550.6895,1594.033,
6434,257.1360418064606,7.881335,,,,,,,,,,,414.39526,702.30054,869.39764,673.7014,467.70132,476.90173,2152.0496,730.6496,495.61377,2060.7725,1912.8629,1659.2397,1648.579,1593.249,1684.3853,2355.9468,2534.691,2756.7793,1818.1542,2550.7417,2084.8281,2434.1333,2442.292,4872.7656,4740.9814,2118.7095,5442.931,2161.098,2356.9324,5192.845,2289.653,2211.3972,2589.7178,2450.289,0,0,2009.0983,2325.988,4676.1553,0,4231.284,4718.92,4731.688,4644.5547,0,1387.3303,7652.046,1230.6066,0,6685.767,2519.6355,1077.3369,0,0,1253.8723,3165.0586,7532.0576,0,0,0,0,0,2820.7217,0,2875.945,0,3426.8618,0,0,0,0,3492.7217,0,0,3212.4788,3532.2515,
9321,257.1375356471143,8.628492,,,,,,,,,,,710.98206,1014.91003,1021.6725,841.5591,767.87964,664.0164,2345.8818,821.5141,704.7381,2567.437,2120.5986,2325.5188,2053.3826,2195.1418,2236.1077,3196.6145,3421.277,2863.8481,2229.3657,3014.8662,2979.4875,3017.6018,2964.6965,6127.2603,6829.5425,3068.9521,6853.9087,3854.009,3366.0588,6769.2207,2498.8357,2563.9065,3719.604,3728.724,0,0,2426.6582,2267.5063,5547.282,0,6258.671,8873.294,5544.477,5782.998,0,1473.6931,9406.799,1290.6555,0,8960.033,3795.9597,1344.5845,0,0,1408.5238,3332.2163,8905.073,0,0,0,0,0,3448.131,0,3331.5688,0,4023.6116,0,0,0,0,3947.263,0,0,3780.8293,3481.2744,
19196,257.1382087021051,11.121697,,,,,,,,,,,624.0144,1089.2705,1049.4945,1094.8901,613.2933,518.87506,2777.5908,1037.6606,455.79028,2512.4146,2583.5269,2761.1924,2537.8896,2639.0981,2646.6536,6082.893,5637.8604,4147.7847,2437.2988,3571.2563,6167.208,6390.8184,4069.5479,8127.1597,8157.8115,3991.6982,7940.6636,4477.6016,5146.33,8099.5684,2603.5642,2355.9573,5328.3486,5336.343,0,0,2374.3462,2061.9531,6113.334,0,5925.674,12236.532,5913.084,6194.405,0,1042.4436,12523.546,1361.8988,0,13687.42,3547.8132,1302.3492,0,0,1177.1265,3196.8281,13745.337,0,0,0,0,0,3778.3262,0,3621.8774,0,3229.515,0,0,0,0,3137.0706,0,0,3176.7676,3143.7444,
20599,257.1384246960344,11.8104725,,,,,,,,,,,313.91663,749.0978,867.09625,812.5642,266.48743,384.7457,2102.8857,887.93744,354.52533,2169.783,2196.3909,2049.2698,2324.6318,2130.6917,1935.5983,5384.1895,5628.8535,4062.7173,2092.8225,3368.8655,5473.434,5312.5,3652.617,5624.871,6347.5796,3853.8767,5975.889,4269.6016,4482.3926,6427.265,2235.6113,2077.2463,4911.6987,4914.816,0,0,2048.9878,1966.8165,5742.403,0,5347.492,11375.922,5597.2617,5545.065,0,1129.7661,10840.132,1107.322,0,11012.805,3227.424,1095.4785,0,0,989.6604,3329.4,10713.332,0,0,0,0,0,3460.2498,0,3133.7734,0,2519.9263,0,0,0,0,2294.5745,0,0,2759.881,2722.3428,
26101,257.17540924126536,13.853666,,,,,,,,,,,20008.861,35384.008,32305.7,36229.117,19590.65,19701.717,41104.234,36102.34,19329.586,42710.0,35842.957,36194.734,43014.785,35079.35,43046.367,89777.14,91166.94,86196.08,35108.258,85003.34,88201.445,87441.086,82733.42,77598.65,75084.08,82605.95,76143.625,51518.836,49914.96,75915.89,46731.965,44404.42,50917.82,50540.79,0,0,46207.312,45611.816,68854.28,0,68077.41,78812.4,66948.35,66868.83,0,31743.424,79190.51,29065.84,0,76309.1,47464.72,31286.627,0,0,30989.91,45675.953,76259.35,0,0,0,0,0,45938.62,0,44968.523,0,56758.28,0,0,0,0,56838.35,0,0,56051.43,56089.035,
38894,257.81916680551166,18.489614,,,,,,,,,,,45275.57,39610.85,47901.97,39506.668,5154.5137,44293.508,5047.7246,41886.312,48547.434,4947.1914,5683.86,6090.779,5685.806,48832.855,48283.29,4869.23,4585.9814,3634.0156,49278.324,4894.799,39515.105,39931.88,5466.4263,3903.7444,3933.9136,44881.332,3671.9329,4438.706,4654.558,4105.534,39300.637,4616.89,4519.8643,35088.895,4952.7554,4907.3335,5432.8203,5118.3887,4929.701,79478.914,4522.471,5110.593,4821.8657,4755.7773,77510.81,5559.654,5009.2334,5062.547,4358.534,45323.547,3248.9194,5642.871,3430.9546,3260.2446,5537.811,2303.3076,46152.977,4260.296,3753.605,4728.0146,5579.4473,5089.2446,1960.6056,4699.6113,1331.1199,4529.485,6145.3193,56132.133,5330.9087,6238.355,5403.021,5574.095,58554.766,6945.5396,6300.7393,6120.5137,
39374,257.8191772079788,18.72213,,,,,,,,,,,4745.1943,5264.365,4873.827,5295.28,5106.0503,5424.9795,4922.956,5031.2256,4983.2505,5472.3457,5447.121,5273.691,5433.5747,6136.8813,5434.5195,39168.51,5382.6206,32850.617,5531.352,4848.907,5329.9585,5329.1445,43667.637,5017.0073,4755.493,5059.5835,27136.861,43703.426,41914.367,50601.75,4038.282,4588.1025,4148.2363,3913.222,5105.4907,5178.1836,5345.463,5381.0527,3713.4463,5486.833,3469.4302,4947.2773,32772.957,67106.07,5425.0635,37419.562,4709.0737,7040.908,5571.4077,5355.952,2792.2986,72325.27,4203.064,3608.0842,37791.95,2704.2083,5239.205,5380.2256,4590.69,5918.3804,0,5784.691,2049.3787,5810.6846,1548.1875,5605.545,7821.788,6923.9263,6027.0566,59566.17,5233.008,7372.6113,6934.4795,58015.598,89119.25,7328.003,
40756,257.81981053715884,19.276867,,,,,,,,,,,3793.9531,2822.0613,3902.2554,4132.451,3181.3503,4068.7104,3450.6426,3974.4087,3940.0796,3566.0554,3227.3452,3774.886,3612.5337,4099.5146,4181.2197,3911.2803,0,2872.216,3948.9177,2856.8699,3663.4714,3350.1074,3655.7314,2904.0796,2751.2188,3275.107,2790.1172,3516.1958,2839.4185,2886.6086,3292.0647,3562.2651,2876.5908,2612.6116,3886.8235,3805.553,3635.5107,3957.2727,3792.22,4253.5957,3953.2817,3842.9854,3447.0535,1769.071,3801.6511,2869.5166,3569.026,4711.9707,4705.0625,4056.4172,36742.168,3760.7788,5677.7056,5716.0283,3774.5925,4188.4526,4039.2852,6396.2026,63981.156,6682.126,5453.068,6189.7207,3516.5698,0,2137.3118,76597.984,6188.435,5729.052,81107.77,6167.404,80504.39,5484.8457,6192.463,6375.924,5582.0093,5963.802,
4938,258.1073090948971,7.280221,,,,,,,,,,,0,0,0,8.658199,27.880962,13.222564,62.715683,0,11.468171,73.24324,32.29467,39.229706,73.89539,16.47276,53.292362,26.194645,95.5626,0,24.091637,109.20784,86.32474,42.702187,85.736855,85.270935,267.7202,35.58314,100.4506,81.266846,33.073082,238.39319,72.650375,22.858622,36.468025,75.924416,0,0,18.92369,15.447196,104.47041,9.970808,103.35715,1001.28,55.74143,26.421944,0,108.95897,1070.9595,0,0,1035.0592,177.15567,104.82001,0,0,121.40934,31.13945,842.43365,19.147057,0,0,0,0,144.2187,0,151.87463,0,122.32977,0,10.448808,0,0,261.31653,0,0,235.5786,169.64606,
9534,258.1339261534279,8.720841,,,,,,,,,,,334.29312,1350.0305,1285.1328,1366.2239,368.72485,313.9816,1343.8347,1400.0144,410.98505,1291.0123,317.16275,420.93048,1115.3666,320.56085,1174.096,349.92682,458.50964,683.06323,320.81546,748.82214,410.66772,381.7859,709.75183,341.71677,324.04266,528.577,227.1487,334.89536,341.42487,277.41245,352.66022,433.0659,352.02356,366.01328,527.4673,598.161,409.91132,397.91132,1370.0781,543.9679,1448.6859,285.1113,1352.0829,1296.1449,484.33533,304.9762,336.4953,295.23062,372.14478,364.08044,421.44806,267.3452,432.05606,378.76324,297.0157,427.4721,318.13388,429.25455,337.01892,421.62115,343.73322,356.68607,467.12784,326.5562,324.85007,394.98682,184.29675,223.09998,401.03467,169.30655,328.03546,184.94186,168.64462,150.51842,192.00476,279.40845,
27740,258.14812895908847,14.352014,,,,,,,,,,,0,80.110916,19.776688,20.650913,0,67.49535,18.63669,19.733608,31.682262,38.374214,44.324364,50.466133,25.62394,86.19203,16.899132,46.975895,85.67434,99.7278,81.7664,83.51973,43.294792,49.83767,68.95586,70.290665,63.657257,40.327095,71.28965,83.77368,77.01907,103.606926,107.975555,61.51503,83.61484,89.9214,286.04303,282.5444,85.88651,80.06202,29.215214,235.08148,47.55403,66.16816,16.511364,28.583065,263.30264,77.255844,38.147987,57.25521,47.719715,96.75423,64.13432,65.470726,80.50516,59.583427,26.363682,15.494907,61.603653,1314.7046,30.896706,622.63947,1612.9025,1004.5156,0,466.27954,69.47493,574.2142,346.49698,1189.9231,685.1223,642.55536,892.5918,355.09723,606.3717,583.14636,308.76178,358.80743,
